# columns: vPH vPHM JPH JPHM OmPH OmPHM  E(eV)  I  idxPH  idxPHM
0.007.000.000.000.001.002.000.008.501.500.501.000.001.00 0.3734584209  0.0000004286 
0.007.000.000.000.001.002.000.008.50-1.50-0.50-1.001.001.00 0.3734584209  0.0000004286 
0.007.001.001.000.000.001.000.008.50-0.500.50-1.001.002.00 0.3747519472  0.0000022114 
0.007.001.001.000.000.001.000.008.500.50-0.501.000.002.00 0.3747519472  0.0000007371 
0.007.001.001.000.000.001.000.008.50-1.50-0.50-1.001.001.00 0.3740686701  0.0000027646 
0.008.00-1.00-1.000.001.001.000.006.50-0.500.50-1.001.002.00 0.3728499902  0.0000004216 
0.008.00-1.00-1.000.001.001.000.006.500.50-0.501.000.002.00 0.3728499902  0.0000012647 
0.008.00-1.00-1.000.001.001.000.006.501.500.501.000.001.00 0.3723167834  0.0000009484 
0.008.000.000.000.000.002.000.006.50-0.500.50-1.001.002.00 0.3721646949  0.0000004034 
0.008.000.000.000.000.002.000.006.500.50-0.501.000.002.00 0.3721646949  0.0000004034 
0.008.000.000.000.000.002.000.006.501.500.501.000.001.00 0.3716314881  0.0000001008 
0.008.000.000.000.000.002.000.006.50-1.50-0.50-1.001.001.00 0.3716314881  0.0000001008 
0.008.001.001.000.000.001.000.006.50-0.500.50-1.001.002.00 0.3734602394  0.0000017550 
0.008.001.001.000.000.001.000.006.500.50-0.501.000.002.00 0.3734602394  0.0000005850 
0.008.001.001.000.000.001.000.006.50-1.50-0.50-1.001.001.00 0.3729270326  0.0000013162 
0.008.00-1.00-1.000.001.001.000.008.50-0.500.50-1.001.002.00 0.3741416980  0.0000009708 
0.008.00-1.00-1.000.001.001.000.008.500.50-0.501.000.002.00 0.3741416980  0.0000004834 
0.008.00-1.00-1.000.001.001.000.008.501.500.501.000.001.00 0.3734584209  0.0000001248 
0.008.000.000.000.000.002.000.008.50-0.500.50-1.001.002.00 0.3734564026  0.0000001032 
0.008.000.000.000.000.002.000.008.500.50-0.501.000.002.00 0.3734564026  0.0000001032 
0.008.000.000.000.000.002.000.008.501.500.501.000.001.00 0.3727731256  0.0000003871 
0.008.000.000.000.000.002.000.008.50-1.50-0.50-1.001.001.00 0.3727731256  0.0000003871 
0.008.001.001.000.000.001.000.008.50-0.500.50-1.001.002.00 0.3747519472  0.0000006706 
0.008.001.001.000.000.001.000.008.500.50-0.501.000.002.00 0.3747519472  0.0000013468 
0.008.001.001.000.000.001.000.008.50-1.50-0.50-1.001.001.00 0.3740686701  0.0000001732 
0.009.00-1.00-1.000.001.001.000.008.50-0.500.50-1.001.002.00 0.3741416980  0.0000005710 
0.009.00-1.00-1.000.001.001.000.008.500.50-0.501.000.002.00 0.3741416980  0.0000001151 
0.009.00-1.00-1.000.001.001.000.008.501.500.501.000.001.00 0.3734584209  0.0000003177 
0.009.000.000.000.001.002.000.008.50-0.500.50-1.001.002.00 0.3726964946  0.0000000432 
0.009.000.000.000.001.002.000.008.500.50-0.501.000.002.00 0.3726964946  0.0000000432 
0.009.000.000.000.001.002.000.008.501.500.501.000.001.00 0.3720132175  0.0000001036 
0.009.000.000.000.001.002.000.008.50-1.50-0.50-1.001.001.00 0.3720132175  0.0000001036 
0.009.001.001.000.000.001.000.008.50-0.500.50-1.001.002.00 0.3734564026  0.0000000742 
0.009.001.001.000.000.001.000.008.500.50-0.501.000.002.00 0.3734564026  0.0000003677 
0.009.001.001.000.000.001.000.008.50-1.50-0.50-1.001.001.00 0.3727731256  0.0000002046 
0.009.00-1.00-1.000.001.001.000.0010.50-0.500.50-1.001.002.00 0.3757310515  0.0000001512 
0.009.00-1.00-1.000.001.001.000.0010.500.50-0.501.000.002.00 0.3757310515  0.0000004536 
0.009.00-1.00-1.000.001.001.000.0010.501.500.501.000.001.00 0.3748993979  0.0000005445 
0.009.000.000.000.001.002.000.0010.50-0.500.50-1.001.002.00 0.3742858482  0.0000001030 
0.009.000.000.000.001.002.000.0010.500.50-0.501.000.002.00 0.3742858482  0.0000001030 
0.009.000.000.000.001.002.000.0010.501.500.501.000.001.00 0.3734541945  0.0000000412 
0.009.000.000.000.001.002.000.0010.50-1.50-0.50-1.001.001.00 0.3734541945  0.0000000412 
0.009.001.001.000.000.001.000.0010.50-0.500.50-1.001.002.00 0.3750457562  0.0000002922 
0.009.001.001.000.000.001.000.0010.500.50-0.501.000.002.00 0.3750457562  0.0000000974 
0.009.001.001.000.000.001.000.0010.50-1.50-0.50-1.001.001.00 0.3742141026  0.0000003507 
0.0010.00-1.00-1.000.001.001.000.008.50-0.500.50-1.001.002.00 0.3726964946  0.0000000404 
0.0010.00-1.00-1.000.001.001.000.008.500.50-0.501.000.002.00 0.3726964946  0.0000001211 
0.0010.00-1.00-1.000.001.001.000.008.501.500.501.000.001.00 0.3720132175  0.0000000969 
0.0010.000.000.000.000.002.000.008.50-0.500.50-1.001.002.00 0.3718624540  0.0000000309 
0.0010.000.000.000.000.002.000.008.500.50-0.501.000.002.00 0.3718624540  0.0000000309 
0.0010.000.000.000.000.002.000.008.501.500.501.000.001.00 0.3711791770  0.0000000082 
0.0010.000.000.000.000.002.000.008.50-1.50-0.50-1.001.001.00 0.3711791770  0.0000000082 
0.0010.001.001.000.000.001.000.008.50-0.500.50-1.001.002.00 0.3734564026  0.0000002106 
0.0010.001.001.000.000.001.000.008.500.50-0.501.000.002.00 0.3734564026  0.0000000702 
0.0010.001.001.000.000.001.000.008.50-1.50-0.50-1.001.001.00 0.3727731256  0.0000001685 
0.0010.00-1.00-1.000.001.001.000.0010.50-0.500.50-1.001.002.00 0.3742858482  0.0000000982 
0.0010.00-1.00-1.000.001.001.000.0010.500.50-0.501.000.002.00 0.3742858482  0.0000000457 
0.0010.00-1.00-1.000.001.001.000.0010.501.500.501.000.001.00 0.3734541945  0.0000000159 
0.0010.000.000.000.000.002.000.0010.50-0.500.50-1.001.002.00 0.3734518076  0.0000000084 
0.0010.000.000.000.000.002.000.0010.500.50-0.501.000.002.00 0.3734518076  0.0000000084 
0.0010.000.000.000.000.002.000.0010.501.500.501.000.001.00 0.3726201540  0.0000000301 
0.0010.000.000.000.000.002.000.0010.50-1.50-0.50-1.001.001.00 0.3726201540  0.0000000301 
0.0010.001.001.000.000.001.000.0010.50-0.500.50-1.001.002.00 0.3750457562  0.0000000795 
0.0010.001.001.000.000.001.000.0010.500.50-0.501.000.002.00 0.3750457562  0.0000001708 
0.0010.001.001.000.000.001.000.0010.50-1.50-0.50-1.001.001.00 0.3742141026  0.0000000277 
0.0011.00-1.00-1.000.001.001.000.0010.50-0.500.50-1.001.002.00 0.3742858482  0.0000000561 
0.0011.00-1.00-1.000.001.001.000.0010.500.50-0.501.000.002.00 0.3742858482  0.0000000125 
0.0011.00-1.00-1.000.001.001.000.0010.501.500.501.000.001.00 0.3734541945  0.0000000290 
0.0011.000.000.000.001.002.000.0010.50-0.500.50-1.001.002.00 0.3725441610  0.0000000026 
0.0011.000.000.000.001.002.000.0010.500.50-0.501.000.002.00 0.3725441610  0.0000000026 
0.0011.000.000.000.001.002.000.0010.501.500.501.000.001.00 0.3717125073  0.0000000065 
0.0011.000.000.000.001.002.000.0010.50-1.50-0.50-1.001.001.00 0.3717125073  0.0000000065 
0.0011.001.001.000.000.001.000.0010.50-0.500.50-1.001.002.00 0.3734518076  0.0000000064 
0.0011.001.001.000.000.001.000.0010.500.50-0.501.000.002.00 0.3734518076  0.0000000288 
0.0011.001.001.000.000.001.000.0010.50-1.50-0.50-1.001.001.00 0.3726201540  0.0000000149 
0.0011.00-1.00-1.000.001.001.000.0012.50-0.500.50-1.001.002.00 0.3761689148  0.0000000155 
0.0011.00-1.00-1.000.001.001.000.0012.500.50-0.501.000.002.00 0.3761689148  0.0000000465 
0.0011.00-1.00-1.000.001.001.000.0012.501.500.501.000.001.00 0.3751909413  0.0000000543 
0.0011.000.000.000.001.002.000.0012.50-0.500.50-1.001.002.00 0.3744272276  0.0000000065 
0.0011.000.000.000.001.002.000.0012.500.50-0.501.000.002.00 0.3744272276  0.0000000065 
0.0011.000.000.000.001.002.000.0012.501.500.501.000.001.00 0.3734492541  0.0000000025 
0.0011.000.000.000.001.002.000.0012.50-1.50-0.50-1.001.001.00 0.3734492541  0.0000000025 
0.0011.001.001.000.000.001.000.0012.50-0.500.50-1.001.002.00 0.3753348742  0.0000000239 
0.0011.001.001.000.000.001.000.0012.500.50-0.501.000.002.00 0.3753348742  0.0000000080 
0.0011.001.001.000.000.001.000.0012.50-1.50-0.50-1.001.001.00 0.3743569007  0.0000000279 
0.0012.00-1.00-1.000.001.001.000.0010.50-0.500.50-1.001.002.00 0.3725441610  0.0000000025 
0.0012.00-1.00-1.000.001.001.000.0010.500.50-0.501.000.002.00 0.3725441610  0.0000000074 
0.0012.00-1.00-1.000.001.001.000.0010.501.500.501.000.001.00 0.3717125073  0.0000000062 
0.0012.000.000.000.000.002.000.0010.50-0.500.50-1.001.002.00 0.3715634807  0.0000000015 
0.0012.000.000.000.000.002.000.0010.500.50-0.501.000.002.00 0.3715634807  0.0000000015 
0.0012.000.000.000.000.002.000.0010.501.500.501.000.001.00 0.3707318270  0.0000000004 
0.0012.000.000.000.000.002.000.0010.50-1.50-0.50-1.001.001.00 0.3707318270  0.0000000004 
0.0012.001.001.000.000.001.000.0010.50-0.500.50-1.001.002.00 0.3734518076  0.0000000162 
0.0012.001.001.000.000.001.000.0010.500.50-0.501.000.002.00 0.3734518076  0.0000000054 
0.0012.001.001.000.000.001.000.0010.50-1.50-0.50-1.001.001.00 0.3726201540  0.0000000135 
0.0012.00-1.00-1.000.001.001.000.0012.50-0.500.50-1.001.002.00 0.3744272276  0.0000000062 
0.0012.00-1.00-1.000.001.001.000.0012.500.50-0.501.000.002.00 0.3744272276  0.0000000028 
0.0012.00-1.00-1.000.001.001.000.0012.501.500.501.000.001.00 0.3734492541  0.0000000012 
0.0012.000.000.000.000.002.000.0012.50-0.500.50-1.001.002.00 0.3734465473  0.0000000004 
0.0012.000.000.000.000.002.000.0012.500.50-0.501.000.002.00 0.3734465473  0.0000000004 
0.0012.000.000.000.000.002.000.0012.501.500.501.000.001.00 0.3724685737  0.0000000015 
0.0012.000.000.000.000.002.000.0012.50-1.50-0.50-1.001.001.00 0.3724685737  0.0000000015 
0.0012.001.001.000.000.001.000.0012.50-0.500.50-1.001.002.00 0.3753348742  0.0000000060 
0.0012.001.001.000.000.001.000.0012.500.50-0.501.000.002.00 0.3753348742  0.0000000136 
0.0012.001.001.000.000.001.000.0012.50-1.50-0.50-1.001.001.00 0.3743569007  0.0000000025 
0.0013.00-1.00-1.000.001.001.000.0012.50-0.500.50-1.001.002.00 0.3744272276  0.0000000035 
